"last.name","first.name","id","twitter.account","name","verified","protected","followersCount","friendsCount","statusesCount","url","location","description","last.update","created"
"DeGrow","Richie","892231028647104512","decongress","RichieDeGrow",FALSE,FALSE,80,13,39,"https://t.co/g0xwV3AX0z","Austin, TX","",2017-12-20,2017-08-01
"Dillingham","Thomas","59686717","tdilling","Thomas Dillingham",FALSE,FALSE,4653,118,3766,"https://t.co/9cTuFDUKT8","North Richland Hills, TX","Life is too short, not to stand for what is right! - Married 23 Years - 3 Children - Native Texan - Candidate for United State Congress",2018-01-12,2009-07-24
"Dubberly","Shannon","940379922081738752","Dubberly4TX6","Shannon Dubberly For Congress",FALSE,FALSE,9,4,2,"https://t.co/GsOVVlTotv","Fort Worth, TX","Conservative Candidate for US Congress, 6th District of Texas",2017-12-21,2017-12-12
"Eden","Madeline K.","940449629652611072","edenforcongress","Madeline Eden",FALSE,FALSE,178,575,75,"https://t.co/KDH9HXsgtK","Bastrop, TX","Democrat Candidate for US House District 10 Texas. Champion of equality, environment, healthcare for all, #DACA & #LGBT rights. #TX10 #Blockchain #Resistance",2018-01-11,2017-12-12
"Edwards","Davey","741713313571176448","_D4TX","Dr. Davey Edwards",FALSE,FALSE,61,57,257,"https://t.co/0v5fSwMpJs","Decatur, TX","Republican candidate for the Commissioner of the Texas General Land Office in 2018. Visit my website to learn more https://t.co/0v5fSwMpJs",2018-01-11,2016-06-11
"Edwards Foster","Vanessa","949794341022851072","vanessaefoster","Vanessa Edwards Foster",FALSE,FALSE,7,44,18,,"Houston, TX for the moment.","Inspired by Bernie Sanders, I'm running for U.S. Congress in TX-27th dist, working hard to turn Texas purple! No Corp, PAC or spec interest $$$! People power!",2018-01-12,2018-01-07
"Ellzey","J.K. Jake","2178511998","JakeEllzey","Jake Ellzey",FALSE,FALSE,282,87,84,"https://t.co/bjAqHB4em9","Midlothian, Texas","Conservative Candidate for US Congress (TX-6) 
Combat veteran,  fighter pilot, husband, father.  Texas Veterans Commission member, Airline pilot and Businessman",2018-01-11,2013-11-06
"Escobar","Veronica","38960144","vgescobar","Veronica Escobar",FALSE,FALSE,3947,1539,5750,"https://t.co/eWt0HwowFk","","Candidate for Texas 16th Congressional District - Two term County Judge - proud mother - 3rd generation El Pasoan",2018-01-12,2009-05-10
"Fagan","Linsey","826981458946424833","LinseyFaganTX","Linsey Fagan",FALSE,FALSE,3952,3056,447,"https://t.co/EzwJQ3YMLW","Texas, USA","Candidate for TX's 26th Congressional District | Donate: https://t.co/DXkAu3CGY6 | https://t.co/AOlJvEpJKd | #Fagan4TX #FlipTX26 #FixTX26",2018-01-11,2017-02-02
"Fenenbock","Dori","490408907","DoriFenenbock","Dori Fenenbock",FALSE,FALSE,716,1702,250,,"","Lawyer, business woman, former President of EPISD advocating for women, children, immigrants and veterans in our bicultural border community.",2018-01-12,2012-02-12
"Fenenbock","Dori","872487321408610304","votedori","Dori Fenenbock",FALSE,FALSE,187,1186,93,,"","",2018-01-09,2017-06-07
"Fisher","Will","865898987836014592","WillFisher4Cong","Will Fisher <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",FALSE,FALSE,2567,780,1484,"https://t.co/Ckz1BJNirH","Flower Mound, TX","Attorney, husband, dad of 2 future activists, and modern democrat. Running for Congress in TX26. Donate: https://t.co/qKIi8BUTSi #fliptx26 #adoptadem",2018-01-11,2017-05-20
"Franklin","Ramona","1965581298","ramonaforjudge","JudgeRamona Franklin",FALSE,FALSE,169,132,995,"https://t.co/KpfmLApPB8","Houston, TX","The Honorable Ramona Franklin presides over the 338th Criminal District Court.  Judge Franklin promises to employ Blindfold Justice in her courtroom.",2017-11-17,2013-10-16
"Garza","Mauro","946226766716252160","MauroGarzaTX21","Mauro Garza",FALSE,FALSE,18,101,21,,"Texas, USA","Political Candidate running for US Congress to serve the 21st District of Texas.",2018-01-11,2017-12-28
"Gibson","Mark","4260569294","MarkGibsonTX22","Mark Gibson",FALSE,FALSE,509,457,306,,"Missouri City, TX","Proud Veteran. Proud Texan. Proud Father. Democratic Nominee for the 22nd Congressional District of Texas #StillFightingForAmerica",2018-01-08,2015-11-16
"Hansen","West","937807008350244867","westfortexas","West Hansen",FALSE,FALSE,51,92,76,"https://t.co/NGVXT6OVwX","Austin, TX","Husband, father, business-owner, expeditioner, and candidate for Texas 25th Congressional District. Ready to unseat ""Rubber-Stamp"" Roger Williams.",2018-01-12,2017-12-04
"Havens","Jonny","938483382161375232","Havens4Congress","Jonny Havens",FALSE,FALSE,17,6,1,"https://t.co/BnNY7oWdWO","","",2017-12-12,2017-12-06
"Hernandez","Sema","845348489777332224","SemaForTexas","Sema for Texas U.S. Senate",FALSE,FALSE,4641,2259,9764,"https://t.co/a0FknjMi2p","Texas, USA","Official Twitter of Sema Hernandez Grassroots Candidate Challenging Ted Cruz
Mex-Amer/Wife/Mother/Baseball Coach/Activist/Nonprofit/Unapologetically Human/DSA<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>",2018-01-12,2017-03-24
"Hogan","Jim","2374810646","jimhogantx","Internet Jim Hogan",FALSE,FALSE,73,151,189,,"Cleburne, TX","The Internet asked, Who is Jim Hogan? 

http://t.co/Liz0a2xEty",2017-12-11,2014-03-06
"Holguin","Eric","227458017","EricHolguinTX","Eric Holguin",FALSE,FALSE,626,408,653,"https://t.co/rW0oQSY6ex","Corpus Christi, TX","Candidate for the 27th Congressional District of Texas. 
Family. Selena. Gov. Ann Richards. Whataburger. Texas. Public Service. Guitar. Tennis.",2018-01-11,2010-12-16
"Hulings","Jay","1716492000","jayhulings","Jay Hulings",FALSE,FALSE,993,998,268,"https://t.co/BoQXKuaOMi","San Antonio, TX","Candidate for Congress, TX-23; former federal prosecutor, Counsel on House Intel, Legislative Director to former Rep. Jane Harman.",2018-01-11,2013-08-31
"Jacobson, Jr.","Bruce","924383055002906624","BruceForTexas","Bruce For United States Senate",FALSE,FALSE,118,32,275,"https://t.co/4Fqupu7F7i","North Richland Hills, TX","Vote March 6 for Bruce Jacobson, Jr. for U.S. Senator for Texas  #Bruce4Texas",2018-01-11,2017-10-28
"Jones","J. Darnell","832779631669366784","DarnellTX02","DarnellForCongress",FALSE,FALSE,732,427,587,"https://t.co/lTDMWR5UN5","Houston, TX","Retired Naval Officer. Doctor of Jurisprudence. Community Advocate and Political Activist.",2018-01-11,2017-02-18
"Kennedy","Rick","903762642959048704","RickKennedyTX17","Rick Kennedy",FALSE,FALSE,1539,3274,168,"https://t.co/LAV3nSInEQ","","Mission: Restore a functioning legislative branch to the federal government.  Dem candidate for #Congress 17th District, Texas. https://t.co/LAV3nSInEQ",2018-01-11,2017-09-01
"Khorasani","Ali A.","120134728","akhoras","Ali Abbas Khorasani",FALSE,FALSE,580,1017,2707,"https://t.co/EaAiaMUtYR","Houston, TX","My interests include chemistry, engineering,  and human rights. Candidate for TX-2 (#2 on the ballot) for the U.S. House of Representatives https://t.co/914KrIRlzz <ed><U+00A0><U+00BD><ed><U+00B0><U+009D><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BD><ed><U+00B4><U+00AC>",2018-01-10,2010-03-05
"Kilgore","Larry SECEDE","18458764","SECEDEKilgore","SECEDE Kilgore",FALSE,FALSE,476,458,522,"https://t.co/Zmp9FZsBxf","Irving, TX","""Texas' Favorite Secessionist!""
2018 Republican candidate for Governor.   #TXSECEDE

CONTACT US
Phone: (972) 360-8476
Email:   secede@secedekilgore.com",2017-11-18,2008-12-29
"Kirkland","Steven","21543525","stevenkirkland","Judge Steven Kirkland",FALSE,FALSE,1007,752,1713,"https://t.co/uibaCDFnK6","Houston","Attorney - Judge - Candidate for Tx Supreme Court-Retweets and follows are not endorsements.",2018-01-12,2009-02-22
"Kopser","Joseph","606517190","JosephKopser","Joseph Kopser",FALSE,FALSE,5836,255,11969,"https://t.co/vrMrf6JyjY","Austin, TX","Big fan of innovation and #OurKids | 20-yr Army Vet | @TeamGrayline | @TheBunkerLabs | @TrumanProject | Father of 3 daughters | @Kopser4Congress (TX-21)",2018-01-11,2012-06-12
"Kulkarni","Sri Preston","307808408","SriPKulkarni","Sri Kulkarni",FALSE,FALSE,85,92,36,"https://t.co/CIOOdDaRoW","Pearland, TX","Native of Houston, UT Plan II BA, Harvard MPA, former advisor to Sen Gillibrand, 14 yrs serving his country overseas, including Iraq, Israel, & Russia",2018-01-11,2011-05-30
"Leeder","Jennie Lou","700359998","JennieLouLeeder","Jennie Lou Leeder",FALSE,FALSE,234,284,634,"https://t.co/7VBeLvfXZR","Llano, TX","7th generation Texan, Democratic candidate for US Congress #tx11, Alumna of @TexasState #AgGrad and @ohiou, professional educator & swim coach.",2018-01-11,2012-07-17
"Levario","Miguel","843278799382941696","miguellevario19","Miguel Levario",FALSE,FALSE,540,547,597,"https://t.co/IP4W89SmSF","Lubbock, TX","Democratic Candidate for U.S. Congress TX-CD19. Retweets are not endorsements. Daddy. Husband. Scholar. Fronterizo. Mestizo.",2018-01-12,2017-03-19
"Lingerfelt","Charles","86816944","ClingerUSA","Charles Lingerfelt",FALSE,FALSE,2543,5000,5854,"https://t.co/0j4moFMQV2","Dallas, Texas USA","Grassroots Organizer, Conservative Republican, Candidate for U S Congress(District 5)- Texas - 2018 - To the Moon and Beyond! 'Integrity Matters!'",2018-01-10,2009-11-01
"Litton","Todd","742903805142929408","toddlitton","Todd Litton",FALSE,FALSE,416,177,188,"https://t.co/MrcefQDFTu","Houston, TX","Husband, Dad, Son, Brother, Democratic candidate for Congress (TX-2), Houstonian, Go Astros!",2018-01-11,2016-06-15
"Lurie","Justin L.","3731883734","LurieforHouston","Justin Lurie",FALSE,FALSE,36,49,352,"https://t.co/EAv9xTUWVa","Houston, TX","Investment Banker, candidate for US House, Writer, Husband & Dad",2018-01-08,2015-09-30
"Mantey","Dale","4224948806","ManteyDS","Dale Mantey",FALSE,FALSE,1014,687,6276,"https://t.co/vIXjP6eaEp","Rockdale, TX","Native Texan. Behavioral scientist. Democratic candidate for Texas 17th Congressional District #TX17",2018-01-12,2015-11-13
"McAllen","Roman","532314467","RomanMcAllen","Roman McAllen",FALSE,FALSE,324,669,127,"https://t.co/OxUT6efhiw","Texas","Democratic Candidate for the Texas Railroad Commission. Mark your calendar for March 6, 2018, the Texas Primary.",2018-01-07,2012-03-21
"McCall","Matt","1228373941","VoteMattMcCall","Matt McCall",FALSE,FALSE,2481,2718,601,"https://t.co/9UrXrhPUgi","","Entrepreneur, Father, Patriot, Pro-Life, Anti-debt conservative. Candidate for U.S. Congress Texas CD21",2018-01-11,2013-02-28
"McDonald","Ronnie","516085989","RonnieCMcDonald","Ronnie McDonald",FALSE,FALSE,65,23,163,"http://t.co/ZK5kLlwkFW","Gig 'em","Candidate for Congressional Texas District 27",2018-01-10,2012-03-06
"McDowell","Jan","715271442401628160","JanForCongress","Jan McDowell",FALSE,FALSE,2489,1891,878,"https://t.co/UOuOeb9Trr","Carrollton, TX","Democrat for U.S. House, District 24. Democrats believe in scooting over to make room for everyone at the table, not just the wealthy few!",2018-01-11,2016-03-30
"McFadden","Elliott","846391151146008577","McFaddenForTX21","Elliott McFadden",FALSE,FALSE,373,372,323,"https://t.co/Z54seIXwrM","Austin, TX","#Democrat running for Congress in Texas' 21st District. #MedicareForAll #BetterDeal #FairEconomy #Election2018 #TX21",2018-01-11,2017-03-27
"McKellar","Shirley J.","283170165","Vote4McKellar","Shirley McKellar",FALSE,FALSE,1359,2011,1318,"http://t.co/toC3wslLpV","Tyler, Texas ","Louie Gohmert needs2GO!USArmyNurseRET&Veteran Iraq; Entrepreneur; Educator &Advocate: Seniors,Women,Children,Veterans, Citizens w/Disabilities, Equality forALL!",2018-01-11,2011-04-16
"Milder","Scott","23475494","smilder","Scott Milder",FALSE,FALSE,1435,480,1114,"https://t.co/9UaiM8cGem","Rockwall, Texas","Rational Republican candidate for Texas Lieutenant Governor, challenging the radical incumbent in the March 6, 2018 Republican Primary. #CanDan",2018-01-07,2009-03-09
"Morgan","Tex","394320812","tex_morgan","Tex Morgan",FALSE,FALSE,1099,2468,3520,"https://t.co/ngidZ9wRBG","San Antonio, TX","Texas General Land Office Commissioner candidate.  Former @Via_Transit board member. Organizer of @SADevOps.",2018-01-11,2011-10-19
"Moser","Laura","115666612","lcmoser","Laura Moser",TRUE,FALSE,28851,2342,5533,"https://t.co/jbLi34IdEK","Houston, TX","Working mom turned progressive activist turned candidate for Congress in TX-07. Founder of https://t.co/THFpVmi9O6.",2018-01-11,2010-02-19
"Mumbach","Joe","891411896997470208","realjoemumbach","Joe Mumbach",FALSE,FALSE,28,138,15,,"","",2017-12-31,2017-07-29
"Narvaiz","Susan","268503349","susannarvaiz","Susan Narvaiz",FALSE,FALSE,940,739,1802,"https://t.co/DvbuIQVpkO","New Braunfels, TX","Small business owner, former three term Mayor of San Marcos, Republican Candidate for U.S. Congress (TX-21), Wife, Mom & Mimi who loves the Lord",2018-01-11,2011-03-18
"Negley","William","2818159097","wwnegley","William Negley",FALSE,FALSE,187,670,8,"https://t.co/XexMxiTSaf","","Conservative for Congress TX-21 | President @SoundOff | Frmr @CIA officer | 7th Gen #Texan | San Antonio Native | Husband 2 Kelly & Father 2 Mabel",2018-01-11,2014-10-09
"Nguyen","Danny","946126215898902529","DNForCongress","Danny Nguyen",FALSE,FALSE,127,369,49,"https://t.co/NsYMx6vvFf","Houston","Born in Vietnam, but raised in America, I'm dedicated to serving the people of Texas' 22nd Congressional District as well as bringing back honor into politics.",2018-01-12,2017-12-27
"Oliver","Julie","900510354127687680","JulieForTX25","Julie Oliver",FALSE,FALSE,3826,3565,1148,"https://t.co/Mpry0TK9lN","Texas, USA","Healthcare advocate, accountant, lawyer, and working mom turned Congressional candidate for US House of Representatives, District 25.",2018-01-11,2017-08-24
"Ortiz Jones","Gina","846412137547403264","ginaortizjones","Gina Ortiz Jones",FALSE,FALSE,2280,740,173,"https://t.co/Ulb3JkEQig","San Antonio, TX","Candidate for TX-23. USAF Vet, served under DADT. Fmr IC. First-generation American. FilAm.",2018-01-10,2017-03-27
"Panda","Chetan","856206469083090947","panda2018TX","Chetan Panda",FALSE,FALSE,1489,4996,189,"https://t.co/rIV4VQmzW3","","Native Texan. First-generation American. @Georgetown alum. Successful leader & problem solver. Fan of @TexasFootball. Running for Congress in #TX25",2018-01-12,2017-04-23
"Parvizian","H. P.","936371080868106240","HPForCongress","HP Parvizian",FALSE,FALSE,26,65,7,"https://t.co/XPhB9wySNW","Houston, TX","Government & Politics Gov Officials & Agencies Business & Finance Lifestyle News Politics US News",2018-01-06,2017-11-30
"Payne","Jeffrey","886659234775142400","Jeffrey4Texas","Jeffrey Payne",FALSE,FALSE,781,986,800,"https://t.co/Ohf7mFllXx","Dallas, TX","Dallas businessman, Democratic candidate for the 2018 Texas gubernatorial election.",2018-01-12,2017-07-16
"Perri","Chris","816464295152095232","ChrisPerriTX","Chris Perri",FALSE,FALSE,2230,2447,1471,"https://t.co/RKXUgJlCvt","Austin, TX","Husband, defense attorney, & progressive candidate for U.S. Congress ready to represent the 25th District of Texas.",2018-01-11,2017-01-04
"Plummer","Letitia","868875880059330562","letitiaplummer","Dr. Letitia Plummer",FALSE,FALSE,963,263,264,"https://t.co/iJyMLLapPz","Pearland, TX","-Mother, Dentist, Activist, & Advocate for Change
-U.S. Congressional Candidate for the 22nd District of Texas
-Texas Democrat",2018-01-11,2017-05-28
"Pounds","Bunni","135969430","bunnipounds","Bunni Pounds",FALSE,FALSE,708,999,6279,"https://t.co/BVbIt2qgix","Garland, Texas","Candidate for Congress (TX-05) to represent the best people on the planet",2018-01-11,2010-04-22
"Pruitt","Autry J.","20775724","Autry","Autry",TRUE,FALSE,39759,15706,3649,"https://t.co/z4jOpo3XgG","Texas, USA","Republican Conservative Running for Congress in Texas. Life, Liberty and Property! America FIRST! Beware A Lot of Scams Going Around",2018-01-11,2009-02-13
"Reynero Pate","Ava","4705788582","avaforcongress","Ava for Congress",FALSE,FALSE,219,243,271,"https://t.co/Ch1RAzmNoN","Houston, TX","I am a Native Texan, very passionate about my God, people and my country. Elect Ava Reynero Pate for House Rep. District 18 (Authorized by Ava for Congress)",2018-01-11,2016-01-03
"Roy","Chip","1257667158","chiproytx","Chip Roy",FALSE,FALSE,4712,608,12264,,"Austin, Texas","Candidate for 21st Congressional District of Texas. Genuine. Committed. Conservative. https://t.co/LwfM87uODr",2018-01-12,2013-03-10
"Ruiz Johnson","Margarita","942827611184656384","Elect2018","Margarita Ruiz Johnson",FALSE,FALSE,13,21,13,,"","",2018-01-10,2017-12-18
"Sanchez","Jana Lynne","14425872","janasanchez","Jana Lynne Sanchez",FALSE,FALSE,16528,6009,20050,"https://t.co/3NxTxPhmPw","Waxahachie, TX","DEM 4 US Congress, TX06-Time to Texas Up! @RiceUniversity #Latina @barackobama follows me https://t.co/FsQf6XyJrf",2018-01-11,2008-04-17
"Sandill","R.K.","276269544","rks127th","Judge R.K. Sandill",FALSE,FALSE,1328,946,4693,"https://t.co/Rx2SXhYdVF","Harris County, Texas","Judge, Father, Husband, Texan, military brat, immigrant, cancer survivor, and candidate for Texas Supreme Court. Pol. adv. paid for by Judge Sandill for TXSC.",2018-01-11,2011-04-03
"Sargent","Bill","436165374","BillSargent1","Bill Sargent",FALSE,FALSE,275,532,416,"https://t.co/YmxfgQvJrJ","Galveston, Texas","Maintains News Blog; former Chief Deputy Clerk - Elections, Galv.; 20 yr. Navy Vet; 23 yrs Cong. experience; Married 40 years; Former GOP Candidate for Congress",2017-12-19,2011-12-13
"Sarver","Jenifer","36160259","utsarver","Jenifer Sarver",TRUE,FALSE,2364,2239,8570,"https://t.co/7cOiDUvnhc","Austin, Texas","A Texas gal and a professional communicator who loves her faith, family and country. Running for Congress in TX-21. Get updates at @SarverForTexas",2018-01-07,2009-04-28
"Shocklee","Levii R.","3615767840","voteshocklee","Levii Shocklee",FALSE,FALSE,261,99,146,"https://t.co/m9VyacSdyA","Arlington, TX","Husband/Father. Son of Great Americans. US Navy Vet. Ex-Civil Servant. Full of Faith. I am driven to increase wages and protect the rights of working families.",2018-01-06,2015-09-19
"Siegel","Mike","937020045963665408","SiegelForTexas","Mike Siegel for Congress",FALSE,FALSE,112,36,44,"https://t.co/PwKavycfu1","Austin, TX","Campaign HQ for @MikeSiegelTX, Democrat for Congress in the 10th Congressional District. Fighting to take Texas back for working families. #TX10",2018-01-11,2017-12-02
"Slaughter","Michelle","3309040632","JudgeSlaughter","Michelle Slaughter",FALSE,FALSE,100,57,22,,"","As Judge for the 405th in Galveston County I am committed to my faith, my family, my community and my United States and Texas Constitutions.",2017-12-06,2015-08-07
"Snider","Justin","828332466008158208","Snider4Congress","Snider for Congress",FALSE,FALSE,533,893,351,"https://t.co/kLho9rnNHp","Texas, USA","Justin Snider for TX House, District 6  <ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Progressive politics <ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Former Bernie Sanders National Delegate <ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Arlington TX Resident <ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Small Business owner",2018-01-07,2017-02-05
"Spiers","Jon","940357066719399936","drjonspiers","Dr. Jon Spiers",FALSE,FALSE,9,7,14,"https://t.co/LdxPEjnv3l","Houston, TX","Republican Candidate to represent #TX02 in Congress. Official Campaign Account.",2018-01-11,2017-12-11
"Stovall","Robert","436220477","RobertStovall_","Robert Stovall for Congress",FALSE,FALSE,785,586,2069,"https://t.co/rSsAC1xAFP","San Antonio, TX","13th Generation American, 7th Generation Texan, Businessman, Former Chairman of Bexar County Republican Party, Candidate for Congress TX-21.",2018-01-11,2011-12-13
"Suazo","Miguel","870361650393628672","MrMiguelSuazo","Miguel Suazo 2018",FALSE,FALSE,98,403,26,"https://t.co/oyqDca8Jcn","Central Texas","Texas Land Commissioner candidate in 2018 - I'm the Democrat running to beat George P. Bush.",2018-01-12,2017-06-01
"Thomas","Kathi","4140638413","Kathi4Congress","Kathi Thomas for Congress. TX CD 25",FALSE,FALSE,425,423,1569,"https://t.co/39BRnk2ZgK","Austin, TX","https://t.co/U8CZ535lkm Candidate for TX CD 25 Mom, wife, small business owner, PTSA, Band Booster, DAR. Believer #TXCD25",2018-01-12,2015-11-06
"Tilghman","Jerome","519909418","jerome_tilghman","Jerome TIlghman",FALSE,FALSE,659,61,769,"https://t.co/zqG0hP1G3f","El Paso, Texas","Candidate for the 16th District Congressional Seat.",2018-01-12,2012-03-09
"Tilghman","Jerome","919625042010370048","votefortilghman","Jerome Tilghman",FALSE,FALSE,7,103,0,"https://t.co/H7ZXQtoDj6","El Paso, TX","Candidate for the 16th District Congressional Seat.",,2017-10-15
"Treviño","Rick","898728088623886336","RickTD23","Rick Treviño",FALSE,FALSE,640,304,948,"https://t.co/D4xXEwndFW","San Antonio, TX","Congressional candidate for US House District 23 TX 
Health care is a right not a privilege",2018-01-12,2017-08-19
"Triantaphyllis","Alex","302720835","AlexTforTexas","Alex Triantaphyllis",FALSE,FALSE,2171,1449,944,"https://t.co/kJhXHkNeWt","Houston ","Husband of @cltrianta, father of Mina. Democratic candidate running for Congress in #TX07. Rooted in Houston, community driven, focused on results.",2018-01-12,2011-05-21
"Valdez","Lupe","607721548","LupeValdez","Lupe Valdez",TRUE,FALSE,4961,796,498,"https://t.co/5WrNq5rw14","Texas, USA","Your next Governor of Texas. Sheriff. Veteran. Daughter of migrant farm workers. Latina. Dedicated to defending Texans.",2018-01-08,2012-06-14
"Villescaz","Angie","927818833385078784","VillescazAngela","Angela Villescaz",FALSE,FALSE,5,100,0,,"","",,2017-11-07
"Wakely","Tom","4070580614","TexansforTom","Tom Wakely",FALSE,FALSE,1011,626,2325,"https://t.co/BC201PDKuF","San Antonio, TX","Vietnam-era USAF veteran fighting for economic & social justice for over 40 yrs. Our message is simple: People before Profits.",2018-01-12,2015-10-30
"Waldrip","Dib","355274140","DibWaldrip","Dib Waldrip",FALSE,FALSE,90,37,92,,"New Braunfels, Texas","Judge 433rd District Court of Texas, FBI National Law Enforcement Academy, St. Mary's Law, Texas Aggie, Eagle Scout, former District Attorney of Comal County",2017-12-24,2011-08-15
"Walker","Rick","26049863","RickWalkerTX","Rick Walker",TRUE,FALSE,2168,243,10133,"https://t.co/jMK04KHw3S","Houston, Texas","Candidate for Congress in Texas' District 2. Retweets are not an endorsement - just something I thought you'd find interesting or funny.",2018-01-12,2009-03-23
"Walker","Tami","932272161351438336","WalkerforTx10","Tami Walker",FALSE,FALSE,187,274,35,"https://t.co/EQvovCn7b6","Katy, TX","I'm am running as a Democratic candidate for Congress in Texas District 10. Follow me to see what is happening with my campaign.",2018-01-10,2017-11-19
"Wall","Kathaleen","939560262226628608","WallforTX","Kathaleen Wall",FALSE,FALSE,40,75,26,"https://t.co/WAZ6Yp24yj","Congressional District 2","A real Texas conservative who fights for less government, the 2nd amendment, job growth, accountability, immigration enforcement, and better infrastructure",2018-01-12,2017-12-09
"Walter-Cadien","Tawana","546561155","Cadien4Congress","Tawana W. Cadien",FALSE,FALSE,363,97,509,"https://t.co/8ulfo5Jw7P","Cypress TX","Christmas Baby. Democratic Candidate for The Lone Star State's 10th US Congressional District. I will take your voices to Capitol Hill. When I go, YOU go. #TX10",2018-01-11,2012-04-06
"Westin","Jason","828719562027835392","DrWestinForTX07","Jason Westin, MD",TRUE,FALSE,11860,2183,5053,"https://t.co/wm0fX5331y","Houston, TX","Dad of 3, Husband of @ShannonWestin, award winning cancer doctor & researcher, Democratic congressional candidate #TX07. Tweets=my views. I want to #RepresentUs",2018-01-12,2017-02-06
"Wood","Dan","745852202556735488","DanWood2018","Dan Wood",FALSE,FALSE,1353,1040,466,"https://t.co/w2WtTAIlO3","Texas 5th U.S. House Dist","Working to win seat in Congress for #TX05 in 2018. #Democrat #universalhealthcare #resist",2018-01-11,2016-06-23
"Woolridge","Ruby Faye","697177803150663680","rfwoolridge","Ruby Woolridge",FALSE,FALSE,44,73,36,"https://t.co/PJfaCiGG4L","Arlington, TX","Candidate for U.S. Congress TX-6. Member of AKA Sorority, Inc and a retired teacher. Looking to bring a new voice to government. @RubyForCongress",2016-07-05,2016-02-09
"Wright","Jason","937525711778254848","JasonWrightTX","Jason Wright",FALSE,FALSE,162,151,48,"https://t.co/vaWo4HR27A","Quitman, TX","The Conservative choice for Texas’s 5th Congressional District.",2018-01-12,2017-12-04
"Yhap","Medrick","890719814918000640","MYCongressmanTX","Medrick Yhap 2018 TX-3",FALSE,FALSE,1592,1837,796,"https://t.co/pw85i3474W","Plano, TX","Official Account of Medrick Yhap, Democratic Candidate for U.S. Congress TX-3. https://t.co/QoJpCHDC3X",2018-01-12,2017-07-27
"Ziegler","Edward","940297303155339264","ZieglerTXCD7","Edward Ziegler",FALSE,FALSE,70,1037,87,"https://t.co/T2BzpjWMbQ","Houston, TX","I am running for Texas Congressional District 07 in the March 6, 2018 Republican Primary. Let me know what issues are important to you. Send a tweet or DM!",2018-01-11,2017-12-11
"Zmrhal","Eric","923288413280882692","EricZmrhal","Eric Zmrhal",FALSE,FALSE,25,94,30,"https://t.co/qJvwvbh3Pm","Katy, TX","Candidate - US House of Representatives (TX-22)",2017-12-19,2017-10-25
